date,flow_yolo,height_sac_na,inund_days,inundation,doy1998
2003-11-15,32,15.87,0,0,2145
2003-11-16,15,15.6,0,0,2146
2003-11-17,0,15.62,0,0,2147
2003-11-18,0,15.66,0,0,2148
2003-11-19,9,15.65,0,0,2149
2003-11-20,75,15.49,0,0,2150
2003-11-21,75,15.31,0,0,2151
2003-11-22,57,15,0,0,2152
2003-11-23,43,14.8,0,0,2153
2003-11-24,40,14.73,0,0,2154
2003-11-25,26,14.73,0,0,2155
2003-11-26,20,14.74,0,0,2156
2003-11-27,20,14.72,0,0,2157
2003-11-28,20,14.71,0,0,2158
2003-11-29,20,14.79,0,0,2159
2003-11-30,20,14.92,0,0,2160
2003-12-01,20,15.36,0,0,2161
2003-12-02,20,16.31,0,0,2162
2003-12-03,20,17.26,0,0,2163
2003-12-04,20,17.66,0,0,2164
2003-12-05,20,17.69,0,0,2165
2003-12-06,20,17.59,0,0,2166
2003-12-07,20,18.18,0,0,2167
2003-12-08,24,21.77,0,0,2168
2003-12-09,30,22.18,0,0,2169
2003-12-10,37,21.49,0,0,2170
2003-12-11,40,20.95,0,0,2171
2003-12-12,40,22.5,0,0,2172
2003-12-13,40,22.52,0,0,2173
2003-12-14,26,22.74,0,0,2174
2003-12-15,1053,26.32,0,0,2175
2003-12-16,1457,26.66,0,0,2176
2003-12-17,1710,26.23,0,0,2177
2003-12-18,1510,24.44,0,0,2178
2003-12-19,1137,23.48,0,0,2179
2003-12-20,30,22.75,0,0,2180
2003-12-21,30,23.2,0,0,2181
2003-12-22,1215,23.78,0,0,2182
2003-12-23,1910,23.79,0,0,2183
2003-12-24,1977,23.86,0,0,2184
2003-12-25,2450,27.94,0,0,2185
2003-12-26,3293,28.75,0,0,2186
2003-12-27,3310,29.29,0,0,2187
2003-12-28,3330,29.4,0,0,2188
2003-12-29,3480,29.13,0,0,2189
2003-12-30,5587,30.06,0,0,2190
2003-12-31,7120,31.42,0,0,2191
2004-01-01,5776,33.09,0,0,2192
2004-01-02,6090,33.99,1,1,2193
2004-01-03,6887,34.03,2,1,2194
2004-01-04,7136,33.96,3,1,2195
2004-01-05,6580,33.48,4,1,2196
2004-01-06,6260,32.07,5,1,2197
2004-01-07,6260,30.2,6,1,2198
2004-01-08,6137,28.16,7,1,2199
2004-01-09,6090,28.16,8,1,2200
2004-01-10,6140,28.56,9,1,2201
2004-01-11,6190,29.3,10,1,2202
2004-01-12,5990,29.42,11,1,2203
2004-01-13,5757,29.12,12,1,2204
2004-01-14,5470,27.77,13,1,2205
2004-01-15,4910,26.39,14,1,2206
2004-01-16,4080,25.42,15,1,2207
2004-01-17,3420,24.71,0,0,2208
2004-01-18,2850,24.1,0,0,2209
2004-01-19,2373,23.32,0,0,2210
2004-01-20,1870,22.53,0,0,2211
2004-01-21,1427,21.9,0,0,2212
2004-01-22,1120,21.41,0,0,2213
2004-01-23,60,20.97,0,0,2214
2004-01-24,60,20.51,0,0,2215
2004-01-25,60,20.12,0,0,2216
2004-01-26,60,19.58,0,0,2217
2004-01-27,60,19.28,0,0,2218
2004-01-28,60,19.47,0,0,2219
2004-01-29,60,21.45,0,0,2220
2004-01-30,60,21.61,0,0,2221
2004-01-31,60,21.42,0,0,2222
2004-02-01,60,20.75,0,0,2223
2004-02-02,60,20.43,0,0,2224
2004-02-03,53,26.49,0,0,2225
2004-02-04,1980,27.5,0,0,2226
2004-02-05,2633,27.71,0,0,2227
2004-02-06,2787,27.35,0,0,2228
2004-02-07,2760,25.5,0,0,2229
2004-02-08,2390,24.05,0,0,2230
2004-02-09,1980,23.36,0,0,2231
2004-02-10,1514,22.64,0,0,2232
2004-02-11,1070,21.88,0,0,2233
2004-02-12,60,21.23,0,0,2234
2004-02-13,60,20.66,0,0,2235
2004-02-14,63,20.12,0,0,2236
2004-02-15,65,19.78,0,0,2237
2004-02-16,61,19.26,0,0,2238
2004-02-17,1384,25.35,0,0,2239
2004-02-18,6470,30.8,0,0,2240
2004-02-19,9070,34.78,1,1,2241
2004-02-20,41588,35.97,2,1,2242
2004-02-21,81576,36.2,3,1,2243
2004-02-22,79594,36.18,4,1,2244
2004-02-23,66364,35.98,5,1,2245
2004-02-24,54221,35.72,6,1,2246
2004-02-25,51622,35.77,7,1,2247
2004-02-26,95502,35.97,8,1,2248
2004-02-27,99611,36.24,9,1,2249
2004-02-28,105288,36.31,10,1,2250
2004-02-29,97559,36.25,11,1,2251
2004-03-01,87135,36.09,12,1,2252
2004-03-02,79941,35.98,13,1,2253
2004-03-03,69410,35.87,14,1,2254
2004-03-04,63390,35.79,15,1,2255
2004-03-05,51766,35.66,16,1,2256
2004-03-06,41436,35.36,17,1,2257
2004-03-07,31708,35.09,18,1,2258
2004-03-08,23572,34.78,19,1,2259
2004-03-09,16560,34.44,20,1,2260
2004-03-10,9800,34.04,21,1,2261
2004-03-11,6667,33.42,22,1,2262
2004-03-12,6117,32.44,23,1,2263
2004-03-13,5495,31.37,24,1,2264
2004-03-14,4595,30.16,25,1,2265
2004-03-15,3555,28.77,0,0,2266
2004-03-16,2835,27.43,0,0,2267
2004-03-17,2490,26.25,0,0,2268
2004-03-18,2271,25.13,0,0,2269
2004-03-19,2070,24.2,0,0,2270
2004-03-20,1957,23.62,0,0,2271
2004-03-21,1950,23.26,0,0,2272
2004-03-22,1951,22.84,0,0,2273
2004-03-23,1710,22.71,0,0,2274
2004-03-24,1434,23.1,0,0,2275
2004-03-25,1290,23.18,0,0,2276
2004-03-26,1229,23.09,0,0,2277
2004-03-27,219,22.91,0,0,2278
2004-03-28,217,22.11,0,0,2279
2004-03-29,215,21.21,0,0,2280
2004-03-30,222,20.47,0,0,2281
2004-03-31,232,19.91,0,0,2282
2004-04-01,225,19.36,0,0,2283
2004-04-02,220,19.19,0,0,2284
2004-04-03,238,18.85,0,0,2285
2004-04-04,250,18.98,0,0,2286
2004-04-05,250,20.07,0,0,2287
2004-04-06,271,20.72,0,0,2288
2004-04-07,291,21.43,0,0,2289
2004-04-08,329,21.92,0,0,2290
2004-04-09,368,23.56,0,0,2291
2004-04-10,419,24.05,0,0,2292
2004-04-11,458,24.11,0,0,2293
2004-04-12,465,24,0,0,2294
2004-04-13,470,23.71,0,0,2295
2004-04-14,447,23.11,0,0,2296
2004-04-15,416,22.2,0,0,2297
2004-04-16,438,21.71,0,0,2298
2004-04-17,468,21.64,0,0,2299
2004-04-18,477,21.3,0,0,2300
2004-04-19,505,19.81,0,0,2301
2004-04-20,516,18.51,0,0,2302
2004-04-21,478,17.51,0,0,2303
2004-04-22,453,16.83,0,0,2304
2004-04-23,457,16.46,0,0,2305
2004-04-24,466,16.2,0,0,2306
2004-04-25,470,15.71,0,0,2307
2004-04-26,484,15.17,0,0,2308
2004-04-27,504,14.78,0,0,2309
2004-04-28,507,14.67,0,0,2310
2004-04-29,468,15.1,0,0,2311
2004-04-30,460,15.1,0,0,2312
2004-05-01,454,14.7,0,0,2313
2004-05-02,429,14.55,0,0,2314
2004-05-03,435,14.53,0,0,2315
2004-05-04,445,14.73,0,0,2316
2004-05-05,471,15.16,0,0,2317
2004-05-06,487,15.39,0,0,2318
2004-05-07,501,15.6,0,0,2319
2004-05-08,498,15.6,0,0,2320
2004-05-09,479,15.69,0,0,2321
2004-05-10,472,16.08,0,0,2322
2004-05-11,484,16.27,0,0,2323
2004-05-12,486,16.3,0,0,2324
2004-05-13,480,16.28,0,0,2325
2004-05-14,487,15.92,0,0,2326
2004-05-15,515,15.28,0,0,2327
2004-05-16,511,15.1,0,0,2328
2004-05-17,482,15.1,0,0,2329
2004-05-18,470,15.23,0,0,2330
2004-05-19,498,15.42,0,0,2331
2004-05-20,532,15.42,0,0,2332
2004-05-21,528,15.37,0,0,2333
2004-05-22,510,15.37,0,0,2334
2004-05-23,528,15.36,0,0,2335
2004-05-24,553,15.43,0,0,2336
2004-05-25,574,15.47,0,0,2337
2004-05-26,580,15.47,0,0,2338
2004-05-27,577,15.37,0,0,2339
2004-05-28,558,15.3,0,0,2340
2004-05-29,512,15.89,0,0,2341
2004-05-30,496,16.34,0,0,2342
2004-05-31,511,16.59,0,0,2343
2004-06-01,523,16.63,0,0,2344
2004-06-02,527,16.63,0,0,2345
2004-06-03,531,16.46,0,0,2346
2004-06-04,542,16.1,0,0,2347
2004-06-05,545,15.82,0,0,2348
2004-06-06,540,15.77,0,0,2349
2004-06-07,529,16.58,0,0,2350
2004-06-08,526,17.13,0,0,2351
2004-06-09,534,17.41,0,0,2352
2004-06-10,542,17.58,0,0,2353
2004-06-11,499,17.58,0,0,2354
2004-06-12,512,17.53,0,0,2355
2004-06-13,530,17.46,0,0,2356
2004-06-14,557,17.36,0,0,2357
2004-06-15,577,17.29,0,0,2358
2004-06-16,603,17.19,0,0,2359
2004-06-17,611,17.07,0,0,2360
2004-06-18,634,16.86,0,0,2361
2004-06-19,640,16.97,0,0,2362
2004-06-20,645,16.99,0,0,2363
2004-06-21,639,16.97,0,0,2364
2004-06-22,642,16.92,0,0,2365
2004-06-23,659,16.91,0,0,2366
2004-06-24,666,16.97,0,0,2367
2004-06-25,668,16.97,0,0,2368
2004-06-26,642,16.94,0,0,2369
2004-06-27,630,16.86,0,0,2370
2004-06-28,626,16.93,0,0,2371
2004-06-29,636,17.28,0,0,2372
2004-06-30,619,17.65,0,0,2373
2004-07-01,613,17.73,0,0,2374
2004-07-02,616,17.81,0,0,2375
2004-07-03,601,17.91,0,0,2376
2004-07-04,584,18.14,0,0,2377
2004-07-05,568,18.19,0,0,2378
2004-07-06,590,18.23,0,0,2379
2004-07-07,614,18.27,0,0,2380
2004-07-08,616,18.3,0,0,2381
2004-07-09,648,18.37,0,0,2382
2004-07-10,642,18.48,0,0,2383
2004-07-11,602,18.69,0,0,2384
2004-07-12,597,18.75,0,0,2385
2004-07-13,595,18.89,0,0,2386
2004-07-14,613,18.92,0,0,2387
2004-07-15,593,18.87,0,0,2388
2004-07-16,566,18.85,0,0,2389
2004-07-17,542,18.89,0,0,2390
2004-07-18,537,18.93,0,0,2391
2004-07-19,565,18.95,0,0,2392
2004-07-20,578,18.97,0,0,2393
2004-07-21,601,18.94,0,0,2394
2004-07-22,615,18.81,0,0,2395
2004-07-23,641,18.57,0,0,2396
2004-07-24,623,18.8,0,0,2397
2004-07-25,590,18.96,0,0,2398
2004-07-26,597,19,0,0,2399
2004-07-27,624,18.99,0,0,2400
2004-07-28,596,19.05,0,0,2401
2004-07-29,589,19.02,0,0,2402
2004-07-30,574,18.86,0,0,2403
2004-07-31,556,18.74,0,0,2404
2004-08-01,550,18.6,0,0,2405
2004-08-02,550,18.46,0,0,2406
2004-08-03,540,18.57,0,0,2407
2004-08-04,547,18.62,0,0,2408
2004-08-05,510,18.62,0,0,2409
2004-08-06,486,18.57,0,0,2410
2004-08-07,498,18.5,0,0,2411
2004-08-08,501,18.42,0,0,2412
2004-08-09,529,18.33,0,0,2413
2004-08-10,542,18.19,0,0,2414
2004-08-11,545,18.07,0,0,2415
2004-08-12,536,18.01,0,0,2416
2004-08-13,527,17.96,0,0,2417
2004-08-14,486,17.93,0,0,2418
2004-08-15,445,17.86,0,0,2419
2004-08-16,429,17.75,0,0,2420
2004-08-17,439,17.58,0,0,2421
2004-08-18,484,17.49,0,0,2422
2004-08-19,484,17.55,0,0,2423
2004-08-20,470,17.57,0,0,2424
2004-08-21,454,17.55,0,0,2425
2004-08-22,433,17.5,0,0,2426
2004-08-23,428,17.57,0,0,2427
2004-08-24,425,17.88,0,0,2428
2004-08-25,428,18,0,0,2429
2004-08-26,407,18.01,0,0,2430
2004-08-27,395,17.97,0,0,2431
2004-08-28,390,17.83,0,0,2432
2004-08-29,390,17.8,0,0,2433
2004-08-30,411,17.7,0,0,2434
2004-08-31,448,17.56,0,0,2435
2004-09-01,471,17.42,0,0,2436
2004-09-02,465,17.4,0,0,2437
2004-09-03,459,17.42,0,0,2438
2004-09-04,443,17.36,0,0,2439
2004-09-05,413,17.3,0,0,2440
2004-09-06,403,17.28,0,0,2441
2004-09-07,416,17.24,0,0,2442
2004-09-08,406,17.34,0,0,2443
2004-09-09,399,17.38,0,0,2444
2004-09-10,408,17.34,0,0,2445
2004-09-11,421,17.29,0,0,2446
2004-09-12,402,17.28,0,0,2447
2004-09-13,415,17.26,0,0,2448
2004-09-14,412,17.19,0,0,2449
2004-09-15,393,17.16,0,0,2450
2004-09-16,385,17.1,0,0,2451
2004-09-17,356,16.98,0,0,2452
2004-09-18,322,16.9,0,0,2453
2004-09-19,287,16.86,0,0,2454
2004-09-20,251,16.79,0,0,2455
2004-09-21,235,16.71,0,0,2456
2004-09-22,224,16.71,0,0,2457
2004-09-23,234,16.68,0,0,2458
2004-09-24,247,16.6,0,0,2459
2004-09-25,253,16.48,0,0,2460
2004-09-26,251,16.36,0,0,2461
2004-09-27,259,16.25,0,0,2462
2004-09-28,253,16.12,0,0,2463
2004-09-29,232,16,0,0,2464
2004-09-30,215,15.9,0,0,2465
2004-10-01,228,15.79,0,0,2466
2004-10-02,228,15.67,0,0,2467
2004-10-03,220,15.57,0,0,2468
2004-10-04,201,15.43,0,0,2469
2004-10-05,186,15.27,0,0,2470
2004-10-06,178,15.14,0,0,2471
2004-10-07,171,15.03,0,0,2472
2004-10-08,161,14.91,0,0,2473
2004-10-09,160,14.81,0,0,2474
2004-10-10,155,14.73,0,0,2475
2004-10-11,150,14.65,0,0,2476
2004-10-12,171,14.57,0,0,2477
2004-10-13,204,14.54,0,0,2478
2004-10-14,226,14.52,0,0,2479
2004-10-15,248,14.49,0,0,2480
2004-10-16,207,14.49,0,0,2481
2004-10-17,166,14.47,0,0,2482
2004-10-18,142,14.47,0,0,2483
2004-10-19,58,14.98,0,0,2484
2004-10-20,20,15.51,0,0,2485
2004-10-21,6,16.19,0,0,2486
2004-10-22,0,16.55,0,0,2487
2004-10-23,0,16.55,0,0,2488
2004-10-24,0,16.35,0,0,2489
2004-10-25,0,16.08,0,0,2490
2004-10-26,0,15.87,0,0,2491
2004-10-27,31,16.29,0,0,2492
2004-10-28,41,18.35,0,0,2493
2004-10-29,25,18.44,0,0,2494
2004-10-30,12,18.11,0,0,2495
2004-10-31,0,17.37,0,0,2496
2004-11-01,25,16.76,0,0,2497
2004-11-02,40,16.36,0,0,2498
2004-11-03,35,16.05,0,0,2499
2004-11-04,31,15.82,0,0,2500
2004-11-05,25,15.67,0,0,2501
2004-11-06,31,15.56,0,0,2502
2004-11-07,35,15.5,0,0,2503
2004-11-08,35,15.41,0,0,2504
2004-11-09,31,15.27,0,0,2505
2004-11-10,15,15.15,0,0,2506
2004-11-11,15,15.09,0,0,2507
2004-11-12,21,15.18,0,0,2508
2004-11-13,25,15.51,0,0,2509
2004-11-14,25,15.54,0,0,2510
2004-11-15,23,15.54,0,0,2511
2004-11-16,20,15.48,0,0,2512
2004-11-17,20,15.33,0,0,2513
2004-11-18,20,15.17,0,0,2514
2004-11-19,20,15,0,0,2515
2004-11-20,26,14.84,0,0,2516
2004-11-21,30,14.7,0,0,2517
2004-11-22,30,14.56,0,0,2518
2004-11-23,27,14.42,0,0,2519
2004-11-24,25,14.29,0,0,2520
2004-11-25,25,14.16,0,0,2521
2004-11-26,22,14.04,0,0,2522
2004-11-27,20,14.34,0,0,2523
2004-11-28,20,14.85,0,0,2524
2004-11-29,20,14.99,0,0,2525
2004-11-30,20,15.03,0,0,2526
2004-12-01,20,15.06,0,0,2527
2004-12-02,20,15.05,0,0,2528
2004-12-03,24,15,0,0,2529
2004-12-04,25,14.93,0,0,2530
2004-12-05,25,14.84,0,0,2531
2004-12-06,25,14.69,0,0,2532
2004-12-07,25,14.6,0,0,2533
2004-12-08,21,15.9,0,0,2534
2004-12-09,15,21.31,0,0,2535
2004-12-10,21,23.64,0,0,2536
2004-12-11,25,23.45,0,0,2537
2004-12-12,25,21.57,0,0,2538
2004-12-13,25,20.25,0,0,2539
2004-12-14,31,19.1,0,0,2540
2004-12-15,35,18.27,0,0,2541
2004-12-16,35,17.66,0,0,2542
2004-12-17,38,17.23,0,0,2543
2004-12-18,40,16.9,0,0,2544
2004-12-19,40,16.62,0,0,2545
2004-12-20,40,16.46,0,0,2546
2004-12-21,40,16.29,0,0,2547
2004-12-22,40,16.11,0,0,2548
2004-12-23,40,15.93,0,0,2549
2004-12-24,40,15.78,0,0,2550
2004-12-25,40,15.65,0,0,2551
2004-12-26,43,15.54,0,0,2552
2004-12-27,45,15.46,0,0,2553
2004-12-28,45,23.5,0,0,2554
2004-12-29,1191,26.93,0,0,2555
2004-12-30,2510,28.58,0,0,2556
2004-12-31,3813,31.42,0,0,2557
2005-01-01,4035,32.17,0,0,2558
2005-01-02,4025,32.14,0,0,2559
2005-01-03,4178,30.98,0,0,2560
2005-01-04,4750,29.95,0,0,2561
2005-01-05,4830,29.33,0,0,2562
2005-01-06,4530,27.39,0,0,2563
2005-01-07,4243,25.3,0,0,2564
2005-01-08,4115,25.28,0,0,2565
2005-01-09,4535,27.07,0,0,2566
2005-01-10,4685,27.02,0,0,2567
2005-01-11,4625,25.89,0,0,2568
2005-01-12,5295,27.94,0,0,2569
2005-01-13,5405,28.08,0,0,2570
2005-01-14,5055,27.47,0,0,2571
2005-01-15,4575,25.77,0,0,2572
2005-01-16,4155,24.25,0,0,2573
2005-01-17,3845,23.09,0,0,2574
2005-01-18,3595,22.25,0,0,2575
2005-01-19,3375,21.71,0,0,2576
2005-01-20,3215,21.26,0,0,2577
2005-01-21,3025,20.91,0,0,2578
2005-01-22,2655,20.67,0,0,2579
2005-01-23,2253,20.5,0,0,2580
2005-01-24,1780,20.31,0,0,2581
2005-01-25,1464,20.01,0,0,2582
2005-01-26,1157,19.67,0,0,2583
2005-01-27,60,20.01,0,0,2584
2005-01-28,1300,25.07,0,0,2585
2005-01-29,2420,25.95,0,0,2586
2005-01-30,2914,26.01,0,0,2587
2005-01-31,3045,25.5,0,0,2588
2005-02-01,2802,24.18,0,0,2589
2005-02-02,2310,23.09,0,0,2590
2005-02-03,2030,22.25,0,0,2591
2005-02-04,1710,21.7,0,0,2592
2005-02-05,1410,21.21,0,0,2593
2005-02-06,1114,20.73,0,0,2594
2005-02-07,65,20.21,0,0,2595
2005-02-08,65,19.75,0,0,2596
2005-02-09,65,19.44,0,0,2597
2005-02-10,65,19.23,0,0,2598
2005-02-11,65,19.08,0,0,2599
2005-02-12,63,18.78,0,0,2600
2005-02-13,60,18.29,0,0,2601
2005-02-14,53,17.91,0,0,2602
2005-02-15,47,17.61,0,0,2603
2005-02-16,47,18.65,0,0,2604
2005-02-17,50,18.74,0,0,2605
2005-02-18,57,18.7,0,0,2606
2005-02-19,60,18.56,0,0,2607
2005-02-20,1240,19.02,0,0,2608
2005-02-21,1710,21.5,0,0,2609
2005-02-22,2443,23.52,0,0,2610
2005-02-23,2860,23.58,0,0,2611
2005-02-24,2760,23.25,0,0,2612
2005-02-25,2600,23.35,0,0,2613
2005-02-26,2464,23.22,0,0,2614
2005-02-27,2060,22.73,0,0,2615
2005-02-28,1660,21.85,0,0,2616
2005-03-01,1708,23.46,0,0,2617
2005-03-02,2435,23.78,0,0,2618
2005-03-03,2325,24.17,0,0,2619
2005-03-04,2205,24.19,0,0,2620
2005-03-05,2035,23.61,0,0,2621
2005-03-06,1975,22.63,0,0,2622
2005-03-07,2045,21.7,0,0,2623
2005-03-08,1859,21,0,0,2624
2005-03-09,1660,20.27,0,0,2625
2005-03-10,1480,19.74,0,0,2626
2005-03-11,1344,19.35,0,0,2627
2005-03-12,1199,18.98,0,0,2628
2005-03-13,70,18.61,0,0,2629
2005-03-14,70,18.3,0,0,2630
2005-03-15,70,18.03,0,0,2631
2005-03-16,70,17.71,0,0,2632
2005-03-17,56,17.44,0,0,2633
2005-03-18,54,17.13,0,0,2634
2005-03-19,1211,16.85,0,0,2635
2005-03-20,1576,16.9,0,0,2636
2005-03-21,2142,17.65,0,0,2637
2005-03-22,3300,19.53,0,0,2638
2005-03-23,2893,26.03,0,0,2639
2005-03-24,2955,29.43,0,0,2640
2005-03-25,3170,29.74,0,0,2641
2005-03-26,3618,29.63,0,0,2642
2005-03-27,3680,28.81,0,0,2643
2005-03-28,3699,26.5,0,0,2644
2005-03-29,3801,24.69,0,0,2645
2005-03-30,3742,24.89,0,0,2646
2005-03-31,3539,24.51,0,0,2647
2005-04-01,3304,23.28,0,0,2648
2005-04-02,2325,22.13,0,0,2649
2005-04-03,1742,21.35,0,0,2650
2005-04-04,1625,20.66,0,0,2651
2005-04-05,1513,20.03,0,0,2652
2005-04-06,1610,19.83,0,0,2653
2005-04-07,1762,19.8,0,0,2654
2005-04-08,1986,19.45,0,0,2655
2005-04-09,1750,19.64,0,0,2656
2005-04-10,1812,20.81,0,0,2657
2005-04-11,1900,21.01,0,0,2658
2005-04-12,1920,20.96,0,0,2659
2005-04-13,1840,20.42,0,0,2660
2005-04-14,1561,19.81,0,0,2661
2005-04-15,1275,19.39,0,0,2662
2005-04-16,1174,19.12,0,0,2663
2005-04-17,152,18.88,0,0,2664
2005-04-18,154,18.57,0,0,2665
2005-04-19,162,18.18,0,0,2666
2005-04-20,172,17.74,0,0,2667
2005-04-21,196,17.36,0,0,2668
2005-04-22,237,16.96,0,0,2669
2005-04-23,278,16.52,0,0,2670
2005-04-24,301,16.18,0,0,2671
2005-04-25,326,15.76,0,0,2672
2005-04-26,335,15.22,0,0,2673
2005-04-27,363,15.37,0,0,2674
2005-04-28,379,15.44,0,0,2675
2005-04-29,373,15.49,0,0,2676
2005-04-30,375,15.48,0,0,2677
2005-05-01,391,15.27,0,0,2678
2005-05-02,413,14.96,0,0,2679
2005-05-03,441,14.77,0,0,2680
2005-05-04,478,14.73,0,0,2681
2005-05-05,448,14.61,0,0,2682
2005-05-06,388,15.35,0,0,2683
2005-05-07,355,17.36,0,0,2684
2005-05-08,344,18.09,0,0,2685
2005-05-09,303,18.92,0,0,2686
2005-05-10,243,25.19,0,0,2687
2005-05-11,1469,26.92,0,0,2688
2005-05-12,1661,26.96,0,0,2689
2005-05-13,1715,26.94,0,0,2690
2005-05-14,1701,26.99,0,0,2691
2005-05-15,1577,26.89,0,0,2692
2005-05-16,1434,26.66,0,0,2693
2005-05-17,1315,26.36,0,0,2694
2005-05-18,321,26.3,0,0,2695
2005-05-19,307,30.59,0,0,2696
2005-05-20,405,34.36,1,1,2697
2005-05-21,3407,35.33,2,1,2698
2005-05-22,6708,35.31,3,1,2699
2005-05-23,8296,34.8,4,1,2700
2005-05-24,5397,34.34,5,1,2701
2005-05-25,3394,33.62,6,1,2702
2005-05-26,2139,32.42,0,0,2703
2005-05-27,1753,30.22,0,0,2704
2005-05-28,1470,28.18,0,0,2705
2005-05-29,432,26.46,0,0,2706
2005-05-30,452,25.35,0,0,2707
2005-05-31,478,24.61,0,0,2708
2005-06-01,520,23.88,0,0,2709
2005-06-02,544,23.14,0,0,2710
2005-06-03,539,22.7,0,0,2711
2005-06-04,555,22.19,0,0,2712
2005-06-05,558,21.55,0,0,2713
2005-06-06,564,20.8,0,0,2714
2005-06-07,554,20.1,0,0,2715
2005-06-08,519,19.59,0,0,2716
2005-06-09,482,19.38,0,0,2717
2005-06-10,463,20.75,0,0,2718
2005-06-11,448,21.46,0,0,2719
2005-06-12,470,21.6,0,0,2720
2005-06-13,505,21.54,0,0,2721
2005-06-14,565,21.28,0,0,2722
2005-06-15,582,20.74,0,0,2723
2005-06-16,622,20.08,0,0,2724
2005-06-17,585,19.82,0,0,2725
2005-06-18,530,20.25,0,0,2726
2005-06-19,501,20.47,0,0,2727
2005-06-20,492,20.51,0,0,2728
2005-06-21,518,20.49,0,0,2729
2005-06-22,534,20.24,0,0,2730
2005-06-23,519,19.71,0,0,2731
2005-06-24,524,19.13,0,0,2732
2005-06-25,507,18.83,0,0,2733
2005-06-26,492,18.62,0,0,2734
2005-06-27,490,18.46,0,0,2735
2005-06-28,471,18.23,0,0,2736
2005-06-29,460,17.98,0,0,2737
2005-06-30,463,17.94,0,0,2738
2005-07-01,526,17.91,0,0,2739
2005-07-02,563,17.81,0,0,2740
2005-07-03,607,17.68,0,0,2741
2005-07-04,644,17.57,0,0,2742
2005-07-05,639,17.63,0,0,2743
2005-07-06,636,17.66,0,0,2744
2005-07-07,668,17.71,0,0,2745
2005-07-08,687,17.77,0,0,2746
2005-07-09,636,17.78,0,0,2747
2005-07-10,559,17.74,0,0,2748
2005-07-11,547,17.64,0,0,2749
2005-07-12,564,17.5,0,0,2750
2005-07-13,581,17.41,0,0,2751
2005-07-14,614,17.61,0,0,2752
2005-07-15,660,17.97,0,0,2753
2005-07-16,657,18.2,0,0,2754
2005-07-17,618,18.23,0,0,2755
2005-07-18,604,18.24,0,0,2756
2005-07-19,613,18.25,0,0,2757
2005-07-20,578,18.27,0,0,2758
2005-07-21,552,18.26,0,0,2759
2005-07-22,536,18.23,0,0,2760
2005-07-23,523,18.25,0,0,2761
2005-07-24,528,18.25,0,0,2762
2005-07-25,556,18.22,0,0,2763
2005-07-26,590,18.07,0,0,2764
2005-07-27,621,17.91,0,0,2765
2005-07-28,630,17.83,0,0,2766
2005-07-29,624,17.73,0,0,2767
2005-07-30,598,17.58,0,0,2768
2005-07-31,584,17.41,0,0,2769
2005-08-01,578,17.25,0,0,2770
2005-08-02,572,17.09,0,0,2771
2005-08-03,574,17.02,0,0,2772
2005-08-04,558,16.95,0,0,2773
2005-08-05,603,16.91,0,0,2774
2005-08-06,603,16.89,0,0,2775
2005-08-07,591,16.83,0,0,2776
2005-08-08,606,16.72,0,0,2777
2005-08-09,603,16.66,0,0,2778
2005-08-10,596,16.62,0,0,2779
2005-08-11,583,16.6,0,0,2780
2005-08-12,579,16.58,0,0,2781
2005-08-13,582,16.45,0,0,2782
2005-08-14,567,16.24,0,0,2783
2005-08-15,553,16.09,0,0,2784
2005-08-16,539,16.02,0,0,2785
2005-08-17,522,16.01,0,0,2786
2005-08-18,484,16.08,0,0,2787
2005-08-19,465,16.14,0,0,2788
2005-08-20,414,16.25,0,0,2789
2005-08-21,379,16.47,0,0,2790
2005-08-22,410,16.52,0,0,2791
2005-08-23,439,16.56,0,0,2792
2005-08-24,485,16.6,0,0,2793
2005-08-25,471,16.72,0,0,2794
2005-08-26,463,16.78,0,0,2795
2005-08-27,460,16.79,0,0,2796
2005-08-28,440,16.79,0,0,2797
2005-08-29,450,16.79,0,0,2798
2005-08-30,483,16.78,0,0,2799
2005-08-31,481,16.77,0,0,2800
2005-09-01,458,16.78,0,0,2801
2005-09-02,462,16.86,0,0,2802
2005-09-03,444,17.03,0,0,2803
2005-09-04,443,17.07,0,0,2804
2005-09-05,424,17.13,0,0,2805
2005-09-06,412,17.17,0,0,2806
2005-09-07,404,17.19,0,0,2807
2005-09-08,389,17.21,0,0,2808
2005-09-09,369,17.23,0,0,2809
2005-09-10,374,17.25,0,0,2810
2005-09-11,373,17.26,0,0,2811
2005-09-12,368,17.29,0,0,2812
2005-09-13,368,17.32,0,0,2813
2005-09-14,343,17.32,0,0,2814
2005-09-15,322,17.32,0,0,2815
2005-09-16,324,17.32,0,0,2816
2005-09-17,307,17.34,0,0,2817
2005-09-18,270,17.36,0,0,2818
2005-09-19,273,17.36,0,0,2819
2005-09-20,287,17.33,0,0,2820
2005-09-21,288,17.26,0,0,2821
2005-09-22,275,17.18,0,0,2822
2005-09-23,264,17.12,0,0,2823
2005-09-24,263,17.04,0,0,2824
2005-09-25,235,16.97,0,0,2825
2005-09-26,211,16.96,0,0,2826
2005-09-27,219,16.99,0,0,2827
2005-09-28,214,17,0,0,2828
2005-09-29,212,17.01,0,0,2829
2005-09-30,209,17.01,0,0,2830
2005-10-01,214,17.06,0,0,2831
2005-10-02,199,17.11,0,0,2832
2005-10-03,202,17.12,0,0,2833
2005-10-04,205,17.14,0,0,2834
