agency_cd,site_no,Date,waterYear,Flow,Flow_cd
USGS,11425500,1949-05-16,1949,20600,A
USGS,11425500,1949-05-17,1949,19600,A
USGS,11425500,1949-05-18,1949,19900,A
USGS,11425500,1949-05-19,1949,18400,A
USGS,11425500,1949-05-20,1949,17200,A
USGS,11425500,1949-05-21,1949,16400,A
USGS,11425500,1949-05-22,1949,15500,A
USGS,11425500,1949-05-23,1949,14600,A
USGS,11425500,1949-05-24,1949,14000,A
USGS,11425500,1949-05-25,1949,13400,A
USGS,11425500,1949-05-26,1949,13300,A
USGS,11425500,1949-05-27,1949,13100,A
USGS,11425500,1949-05-28,1949,12500,A
USGS,11425500,1949-05-29,1949,11800,A
USGS,11425500,1949-05-30,1949,11300,A
USGS,11425500,1949-05-31,1949,11400,A
USGS,11425500,1949-06-01,1949,11400,A
USGS,11425500,1949-06-02,1949,11400,A
USGS,11425500,1949-06-03,1949,11100,A
USGS,11425500,1949-06-04,1949,10500,A
USGS,11425500,1949-06-05,1949,9400,A
USGS,11425500,1949-06-06,1949,8650,A
USGS,11425500,1949-06-07,1949,8070,A
USGS,11425500,1949-06-08,1949,7750,A
USGS,11425500,1949-06-09,1949,7540,A
USGS,11425500,1949-06-10,1949,7300,A
USGS,11425500,1949-06-11,1949,7210,A
USGS,11425500,1949-06-12,1949,7080,A
USGS,11425500,1949-06-13,1949,6940,A
USGS,11425500,1949-06-14,1949,6890,A
USGS,11425500,1949-06-15,1949,6550,A
USGS,11425500,1949-06-16,1949,6400,A
USGS,11425500,1949-06-17,1949,6280,A
USGS,11425500,1949-06-18,1949,6160,A
USGS,11425500,1949-06-19,1949,6130,A
USGS,11425500,1949-06-20,1949,6360,A
USGS,11425500,1949-06-21,1949,6300,A
USGS,11425500,1949-06-22,1949,6250,A
USGS,11425500,1949-06-23,1949,6310,A
USGS,11425500,1949-06-24,1949,6520,A
USGS,11425500,1949-06-25,1949,6480,A
USGS,11425500,1949-06-26,1949,6440,A
USGS,11425500,1949-06-27,1949,6440,A
USGS,11425500,1949-06-28,1949,6320,A
USGS,11425500,1949-06-29,1949,6160,A
USGS,11425500,1949-06-30,1949,5980,A
USGS,11425500,1949-07-01,1949,5800,A
USGS,11425500,1949-07-02,1949,5880,A
USGS,11425500,1949-07-03,1949,5880,A
USGS,11425500,1949-07-04,1949,5890,A
USGS,11425500,1949-07-05,1949,6040,A
USGS,11425500,1949-07-06,1949,6120,A
USGS,11425500,1949-07-07,1949,6160,A
USGS,11425500,1949-07-08,1949,6130,A
USGS,11425500,1949-07-09,1949,6220,A
USGS,11425500,1949-07-10,1949,6360,A
USGS,11425500,1949-07-11,1949,6440,A
USGS,11425500,1949-07-12,1949,6360,A
USGS,11425500,1949-07-13,1949,6220,A
USGS,11425500,1949-07-14,1949,6120,A
USGS,11425500,1949-07-15,1949,5920,A
USGS,11425500,1949-07-16,1949,5880,A
USGS,11425500,1949-07-17,1949,5980,A
USGS,11425500,1949-07-18,1949,6120,A
USGS,11425500,1949-07-19,1949,5980,A
USGS,11425500,1949-07-20,1949,5840,A
USGS,11425500,1949-07-21,1949,5820,A
USGS,11425500,1949-07-22,1949,5950,A
USGS,11425500,1949-07-23,1949,6000,A
USGS,11425500,1949-07-24,1949,6130,A
USGS,11425500,1949-07-25,1949,6200,A
USGS,11425500,1949-07-26,1949,6300,A
USGS,11425500,1949-07-27,1949,6300,A
USGS,11425500,1949-07-28,1949,6250,A
USGS,11425500,1949-07-29,1949,6250,A
USGS,11425500,1949-07-30,1949,6260,A
USGS,11425500,1949-07-31,1949,6440,A
USGS,11425500,1949-08-01,1949,6670,A
USGS,11425500,1949-08-02,1949,6900,A
USGS,11425500,1949-08-03,1949,6950,A
USGS,11425500,1949-08-04,1949,6890,A
USGS,11425500,1949-08-05,1949,6810,A
USGS,11425500,1949-08-06,1949,6680,A
USGS,11425500,1949-08-07,1949,6610,A
USGS,11425500,1949-08-08,1949,6600,A
USGS,11425500,1949-08-09,1949,6640,A
USGS,11425500,1949-08-10,1949,6670,A
USGS,11425500,1949-08-11,1949,6680,A
USGS,11425500,1949-08-12,1949,6810,A
USGS,11425500,1949-08-13,1949,6900,A
USGS,11425500,1949-08-14,1949,7020,A
USGS,11425500,1949-08-15,1949,7080,A
USGS,11425500,1949-08-16,1949,6970,A
USGS,11425500,1949-08-17,1949,6900,A
USGS,11425500,1949-08-18,1949,7000,A
USGS,11425500,1949-08-19,1949,7000,A
USGS,11425500,1949-08-20,1949,7020,A
USGS,11425500,1949-08-21,1949,7060,A
USGS,11425500,1949-08-22,1949,7110,A
USGS,11425500,1949-08-23,1949,6860,A
USGS,11425500,1949-08-24,1949,6720,A
USGS,11425500,1949-08-25,1949,6810,A
USGS,11425500,1949-08-26,1949,6950,A
USGS,11425500,1949-08-27,1949,7210,A
USGS,11425500,1949-08-28,1949,7370,A
USGS,11425500,1949-08-29,1949,7400,A
USGS,11425500,1949-08-30,1949,7510,A
USGS,11425500,1949-08-31,1949,7720,A
USGS,11425500,1949-09-01,1949,7880,A
USGS,11425500,1949-09-02,1949,7830,A
USGS,11425500,1949-09-03,1949,7820,A
USGS,11425500,1949-09-04,1949,7900,A
USGS,11425500,1949-09-05,1949,8010,A
USGS,11425500,1949-09-06,1949,7980,A
USGS,11425500,1949-09-07,1949,8280,A
USGS,11425500,1949-09-08,1949,8650,A
USGS,11425500,1949-09-09,1949,8870,A
USGS,11425500,1949-09-10,1949,9040,A
USGS,11425500,1949-09-11,1949,9280,A
USGS,11425500,1949-09-12,1949,9480,A
USGS,11425500,1949-09-13,1949,9550,A
USGS,11425500,1949-09-14,1949,9750,A
USGS,11425500,1949-09-15,1949,9840,A
USGS,11425500,1949-09-16,1949,9840,A
USGS,11425500,1949-09-17,1949,9710,A
USGS,11425500,1949-09-18,1949,9770,A
USGS,11425500,1949-09-19,1949,9030,A
USGS,11425500,1949-09-20,1949,8800,A
USGS,11425500,1949-09-21,1949,8650,A
USGS,11425500,1949-09-22,1949,8500,A
USGS,11425500,1949-09-23,1949,8040,A
USGS,11425500,1949-09-24,1949,7690,A
USGS,11425500,1949-09-25,1949,7610,A
USGS,11425500,1949-09-26,1949,7340,A
USGS,11425500,1949-09-27,1949,7140,A
USGS,11425500,1949-09-28,1949,7130,A
USGS,11425500,1949-09-29,1949,7220,A
USGS,11425500,1949-09-30,1949,7080,A
USGS,11425500,1949-10-01,1950,7000,A
USGS,11425500,1949-10-02,1950,6970,A
USGS,11425500,1949-10-03,1950,6780,A
USGS,11425500,1949-10-04,1950,6680,A
USGS,11425500,1949-10-05,1950,6610,A
USGS,11425500,1949-10-06,1950,6560,A
USGS,11425500,1949-10-07,1950,6660,A
USGS,11425500,1949-10-08,1950,6580,A
USGS,11425500,1949-10-09,1950,6620,A
USGS,11425500,1949-10-10,1950,6790,A
USGS,11425500,1949-10-11,1950,6810,A
USGS,11425500,1949-10-12,1950,6810,A
USGS,11425500,1949-10-13,1950,6840,A
USGS,11425500,1949-10-14,1950,6680,A
USGS,11425500,1949-10-15,1950,6670,A
USGS,11425500,1949-10-16,1950,6580,A
USGS,11425500,1949-10-17,1950,6440,A
USGS,11425500,1949-10-18,1950,6280,A
USGS,11425500,1949-10-19,1950,6130,A
USGS,11425500,1949-10-20,1950,6160,A
USGS,11425500,1949-10-21,1950,6360,A
USGS,11425500,1949-10-22,1950,6520,A
USGS,11425500,1949-10-23,1950,6560,A
USGS,11425500,1949-10-24,1950,6540,A
USGS,11425500,1949-10-25,1950,6600,A
USGS,11425500,1949-10-26,1950,6620,A
USGS,11425500,1949-10-27,1950,6640,A
USGS,11425500,1949-10-28,1950,6680,A
USGS,11425500,1949-10-29,1950,6620,A
USGS,11425500,1949-10-30,1950,6610,A
USGS,11425500,1949-10-31,1950,6490,A
USGS,11425500,1949-11-01,1950,6560,A
USGS,11425500,1949-11-02,1950,6720,A
USGS,11425500,1949-11-03,1950,6740,A
USGS,11425500,1949-11-04,1950,6900,A
USGS,11425500,1949-11-05,1950,6970,A
USGS,11425500,1949-11-06,1950,6920,A
USGS,11425500,1949-11-07,1950,6940,A
USGS,11425500,1949-11-08,1950,6970,A
USGS,11425500,1949-11-09,1950,7210,A
USGS,11425500,1949-11-10,1950,7780,A
USGS,11425500,1949-11-11,1950,10200,A
USGS,11425500,1949-11-12,1950,10800,A
USGS,11425500,1949-11-13,1950,9980,A
USGS,11425500,1949-11-14,1950,9260,A
USGS,11425500,1949-11-15,1950,8690,A
USGS,11425500,1949-11-16,1950,8380,A
USGS,11425500,1949-11-17,1950,8300,A
USGS,11425500,1949-11-18,1950,8280,A
USGS,11425500,1949-11-19,1950,8240,A
USGS,11425500,1949-11-20,1950,8060,A
USGS,11425500,1949-11-21,1950,7720,A
USGS,11425500,1949-11-22,1950,7590,A
USGS,11425500,1949-11-23,1950,7830,A
USGS,11425500,1949-11-24,1950,7860,A
USGS,11425500,1949-11-25,1950,7670,A
USGS,11425500,1949-11-26,1950,7450,A
USGS,11425500,1949-11-27,1950,7400,A
USGS,11425500,1949-11-28,1950,7320,A
USGS,11425500,1949-11-29,1950,7050,A
USGS,11425500,1949-11-30,1950,7060,A
USGS,11425500,1949-12-01,1950,7030,A
USGS,11425500,1949-12-02,1950,6900,A
USGS,11425500,1949-12-03,1950,6950,A
USGS,11425500,1949-12-04,1950,6950,A
USGS,11425500,1949-12-05,1950,6870,A
USGS,11425500,1949-12-06,1950,6660,A
USGS,11425500,1949-12-07,1950,6900,A
USGS,11425500,1949-12-08,1950,7220,A
USGS,11425500,1949-12-09,1950,7700,A
USGS,11425500,1949-12-10,1950,7880,A
USGS,11425500,1949-12-11,1950,7300,A
USGS,11425500,1949-12-12,1950,6810,A
USGS,11425500,1949-12-13,1950,6490,A
USGS,11425500,1949-12-14,1950,6560,A
USGS,11425500,1949-12-15,1950,6950,A
USGS,11425500,1949-12-16,1950,7300,A
USGS,11425500,1949-12-17,1950,7370,A
USGS,11425500,1949-12-18,1950,7480,A
USGS,11425500,1949-12-19,1950,7660,A
USGS,11425500,1949-12-20,1950,7830,A
USGS,11425500,1949-12-21,1950,7820,A
USGS,11425500,1949-12-22,1950,7590,A
USGS,11425500,1949-12-23,1950,7300,A
USGS,11425500,1949-12-24,1950,6970,A
USGS,11425500,1949-12-25,1950,6520,A
USGS,11425500,1949-12-26,1950,6340,A
USGS,11425500,1949-12-27,1950,6190,A
USGS,11425500,1949-12-28,1950,6160,A
USGS,11425500,1949-12-29,1950,6220,A
USGS,11425500,1949-12-30,1950,6080,A
USGS,11425500,1949-12-31,1950,6130,A
USGS,11425500,1950-01-01,1950,6200,A
USGS,11425500,1950-01-02,1950,6180,A
USGS,11425500,1950-01-03,1950,6040,A
USGS,11425500,1950-01-04,1950,6180,A
USGS,11425500,1950-01-05,1950,6900,A
USGS,11425500,1950-01-06,1950,7300,A
USGS,11425500,1950-01-07,1950,7590,A
USGS,11425500,1950-01-08,1950,7800,A
USGS,11425500,1950-01-09,1950,8070,A
USGS,11425500,1950-01-10,1950,8410,A
USGS,11425500,1950-01-11,1950,9180,A
USGS,11425500,1950-01-12,1950,10900,A
USGS,11425500,1950-01-13,1950,11600,A
USGS,11425500,1950-01-14,1950,10700,A
USGS,11425500,1950-01-15,1950,10900,A
USGS,11425500,1950-01-16,1950,11500,A
USGS,11425500,1950-01-17,1950,13800,A
USGS,11425500,1950-01-18,1950,25800,A
USGS,11425500,1950-01-19,1950,34800,A
USGS,11425500,1950-01-20,1950,36900,A
USGS,11425500,1950-01-21,1950,33300,A
USGS,11425500,1950-01-22,1950,31400,A
USGS,11425500,1950-01-23,1950,36600,A
USGS,11425500,1950-01-24,1950,39200,A
USGS,11425500,1950-01-25,1950,44600,A
USGS,11425500,1950-01-26,1950,40900,A
USGS,11425500,1950-01-27,1950,32800,A
USGS,11425500,1950-01-28,1950,27200,A
USGS,11425500,1950-01-29,1950,25900,A
USGS,11425500,1950-01-30,1950,22000,A
USGS,11425500,1950-01-31,1950,18500,A
USGS,11425500,1950-02-01,1950,16500,A
USGS,11425500,1950-02-02,1950,15000,A
USGS,11425500,1950-02-03,1950,13700,A
USGS,11425500,1950-02-04,1950,15800,A
USGS,11425500,1950-02-05,1950,37500,A
USGS,11425500,1950-02-06,1950,53500,A
USGS,11425500,1950-02-07,1950,58300,A
USGS,11425500,1950-02-08,1950,58600,A
USGS,11425500,1950-02-09,1950,56500,A
USGS,11425500,1950-02-10,1950,53700,A
USGS,11425500,1950-02-11,1950,51500,A
USGS,11425500,1950-02-12,1950,49200,A
USGS,11425500,1950-02-13,1950,44600,A
USGS,11425500,1950-02-14,1950,38200,A
USGS,11425500,1950-02-15,1950,32700,A
USGS,11425500,1950-02-16,1950,28900,A
USGS,11425500,1950-02-17,1950,27100,A
USGS,11425500,1950-02-18,1950,25800,A
USGS,11425500,1950-02-19,1950,24500,A
USGS,11425500,1950-02-20,1950,23100,A
USGS,11425500,1950-02-21,1950,22000,A
USGS,11425500,1950-02-22,1950,21400,A
USGS,11425500,1950-02-23,1950,20400,A
USGS,11425500,1950-02-24,1950,19400,A
USGS,11425500,1950-02-25,1950,18600,A
USGS,11425500,1950-02-26,1950,18500,A
USGS,11425500,1950-02-27,1950,18500,A
USGS,11425500,1950-02-28,1950,18600,A
USGS,11425500,1950-03-01,1950,19400,A
USGS,11425500,1950-03-02,1950,19400,A
USGS,11425500,1950-03-03,1950,19000,A
USGS,11425500,1950-03-04,1950,18500,A
USGS,11425500,1950-03-05,1950,18300,A
USGS,11425500,1950-03-06,1950,18600,A
USGS,11425500,1950-03-07,1950,18900,A
USGS,11425500,1950-03-08,1950,18600,A
USGS,11425500,1950-03-09,1950,17600,A
USGS,11425500,1950-03-10,1950,16800,A
USGS,11425500,1950-03-11,1950,16000,A
USGS,11425500,1950-03-12,1950,15500,A
USGS,11425500,1950-03-13,1950,14800,A
USGS,11425500,1950-03-14,1950,13700,A
USGS,11425500,1950-03-15,1950,13600,A
USGS,11425500,1950-03-16,1950,13200,A
USGS,11425500,1950-03-17,1950,12600,A
USGS,11425500,1950-03-18,1950,14000,A
USGS,11425500,1950-03-19,1950,17200,A
USGS,11425500,1950-03-20,1950,23400,A
USGS,11425500,1950-03-21,1950,30100,A
USGS,11425500,1950-03-22,1950,32100,A
USGS,11425500,1950-03-23,1950,32100,A
USGS,11425500,1950-03-24,1950,34100,A
USGS,11425500,1950-03-25,1950,38600,A
USGS,11425500,1950-03-26,1950,42200,A
USGS,11425500,1950-03-27,1950,42000,A
USGS,11425500,1950-03-28,1950,38400,A
USGS,11425500,1950-03-29,1950,34500,A
USGS,11425500,1950-03-30,1950,31100,A
USGS,11425500,1950-03-31,1950,28300,A
USGS,11425500,1950-04-01,1950,26500,A
USGS,11425500,1950-04-02,1950,25600,A
USGS,11425500,1950-04-03,1950,25400,A
USGS,11425500,1950-04-04,1950,25500,A
USGS,11425500,1950-04-05,1950,25300,A
USGS,11425500,1950-04-06,1950,25100,A
USGS,11425500,1950-04-07,1950,26800,A
USGS,11425500,1950-04-08,1950,29900,A
USGS,11425500,1950-04-09,1950,33100,A
USGS,11425500,1950-04-10,1950,33600,A
USGS,11425500,1950-04-11,1950,31500,A
USGS,11425500,1950-04-12,1950,29100,A
USGS,11425500,1950-04-13,1950,27100,A
USGS,11425500,1950-04-14,1950,27100,A
USGS,11425500,1950-04-15,1950,27400,A
USGS,11425500,1950-04-16,1950,26400,A
USGS,11425500,1950-04-17,1950,25000,A
USGS,11425500,1950-04-18,1950,24200,A
USGS,11425500,1950-04-19,1950,24000,A
USGS,11425500,1950-04-20,1950,23800,A
USGS,11425500,1950-04-21,1950,24300,A
USGS,11425500,1950-04-22,1950,25200,A
USGS,11425500,1950-04-23,1950,26100,A
USGS,11425500,1950-04-24,1950,26300,A
USGS,11425500,1950-04-25,1950,25300,A
USGS,11425500,1950-04-26,1950,23600,A
USGS,11425500,1950-04-27,1950,22400,A
USGS,11425500,1950-04-28,1950,22000,A
USGS,11425500,1950-04-29,1950,21900,A
USGS,11425500,1950-04-30,1950,20800,A
USGS,11425500,1950-05-01,1950,18800,A
USGS,11425500,1950-05-02,1950,18500,A
USGS,11425500,1950-05-03,1950,19200,A
USGS,11425500,1950-05-04,1950,18600,A
USGS,11425500,1950-05-05,1950,17400,A
USGS,11425500,1950-05-06,1950,16900,A
USGS,11425500,1950-05-07,1950,17000,A
USGS,11425500,1950-05-08,1950,16200,A
USGS,11425500,1950-05-09,1950,14800,A
USGS,11425500,1950-05-10,1950,13300,A
USGS,11425500,1950-05-11,1950,12900,A
USGS,11425500,1950-05-12,1950,13300,A
USGS,11425500,1950-05-13,1950,14600,A
USGS,11425500,1950-05-14,1950,16800,A
USGS,11425500,1950-05-15,1950,18900,A
USGS,11425500,1950-05-16,1950,20300,A
USGS,11425500,1950-05-17,1950,21300,A
USGS,11425500,1950-05-18,1950,23200,A
USGS,11425500,1950-05-19,1950,23500,A
USGS,11425500,1950-05-20,1950,23500,A
USGS,11425500,1950-05-21,1950,23300,A
USGS,11425500,1950-05-22,1950,23200,A
USGS,11425500,1950-05-23,1950,23500,A
USGS,11425500,1950-05-24,1950,23800,A
USGS,11425500,1950-05-25,1950,24200,A
USGS,11425500,1950-05-26,1950,24200,A
USGS,11425500,1950-05-27,1950,23200,A
USGS,11425500,1950-05-28,1950,22000,A
USGS,11425500,1950-05-29,1950,21300,A
USGS,11425500,1950-05-30,1950,20900,A
USGS,11425500,1950-05-31,1950,20800,A
USGS,11425500,1950-06-01,1950,21300,A
USGS,11425500,1950-06-02,1950,20600,A
USGS,11425500,1950-06-03,1950,19100,A
USGS,11425500,1950-06-04,1950,18100,A
USGS,11425500,1950-06-05,1950,16600,A
USGS,11425500,1950-06-06,1950,15100,A
USGS,11425500,1950-06-07,1950,14100,A
USGS,11425500,1950-06-08,1950,12700,A
USGS,11425500,1950-06-09,1950,12200,A
USGS,11425500,1950-06-10,1950,11300,A
USGS,11425500,1950-06-11,1950,10800,A
USGS,11425500,1950-06-12,1950,10700,A
USGS,11425500,1950-06-13,1950,11100,A
USGS,11425500,1950-06-14,1950,11200,A
USGS,11425500,1950-06-15,1950,10900,A
USGS,11425500,1950-06-16,1950,10700,A
USGS,11425500,1950-06-17,1950,10800,A
USGS,11425500,1950-06-18,1950,11000,A
USGS,11425500,1950-06-19,1950,10600,A
USGS,11425500,1950-06-20,1950,10200,A
USGS,11425500,1950-06-21,1950,10100,A
USGS,11425500,1950-06-22,1950,9730,A
USGS,11425500,1950-06-23,1950,9210,A
USGS,11425500,1950-06-24,1950,9250,A
USGS,11425500,1950-06-25,1950,8870,A
USGS,11425500,1950-06-26,1950,8230,A
USGS,11425500,1950-06-27,1950,7690,A
USGS,11425500,1950-06-28,1950,7690,A
USGS,11425500,1950-06-29,1950,7480,A
USGS,11425500,1950-06-30,1950,7430,A
USGS,11425500,1950-07-01,1950,7430,A
USGS,11425500,1950-07-02,1950,7420,A
USGS,11425500,1950-07-03,1950,7100,A
USGS,11425500,1950-07-04,1950,6970,A
USGS,11425500,1950-07-05,1950,7080,A
USGS,11425500,1950-07-06,1950,6920,A
USGS,11425500,1950-07-07,1950,6700,A
USGS,11425500,1950-07-08,1950,6500,A
USGS,11425500,1950-07-09,1950,6440,A
USGS,11425500,1950-07-10,1950,6300,A
USGS,11425500,1950-07-11,1950,6160,A
USGS,11425500,1950-07-12,1950,6020,A
USGS,11425500,1950-07-13,1950,5860,A
USGS,11425500,1950-07-14,1950,5720,A
USGS,11425500,1950-07-15,1950,5800,A
USGS,11425500,1950-07-16,1950,6140,A
USGS,11425500,1950-07-17,1950,6380,A
USGS,11425500,1950-07-18,1950,6260,A
USGS,11425500,1950-07-19,1950,6040,A
USGS,11425500,1950-07-20,1950,6010,A
USGS,11425500,1950-07-21,1950,6220,A
USGS,11425500,1950-07-22,1950,6240,A
USGS,11425500,1950-07-23,1950,6440,A
USGS,11425500,1950-07-24,1950,6540,A
USGS,11425500,1950-07-25,1950,6680,A
USGS,11425500,1950-07-26,1950,6730,A
USGS,11425500,1950-07-27,1950,6680,A
USGS,11425500,1950-07-28,1950,6640,A
USGS,11425500,1950-07-29,1950,6500,A
USGS,11425500,1950-07-30,1950,6640,A
USGS,11425500,1950-07-31,1950,6640,A
USGS,11425500,1950-08-01,1950,6480,A
USGS,11425500,1950-08-02,1950,6430,A
USGS,11425500,1950-08-03,1950,6370,A
USGS,11425500,1950-08-04,1950,6360,A
USGS,11425500,1950-08-05,1950,6320,A
USGS,11425500,1950-08-06,1950,6640,A
USGS,11425500,1950-08-07,1950,6680,A
USGS,11425500,1950-08-08,1950,6640,A
USGS,11425500,1950-08-09,1950,6760,A
USGS,11425500,1950-08-10,1950,6740,A
USGS,11425500,1950-08-11,1950,6600,A
USGS,11425500,1950-08-12,1950,6490,A
USGS,11425500,1950-08-13,1950,6580,A
USGS,11425500,1950-08-14,1950,6540,A
USGS,11425500,1950-08-15,1950,6480,A
USGS,11425500,1950-08-16,1950,6520,A
USGS,11425500,1950-08-17,1950,6580,A
USGS,11425500,1950-08-18,1950,6490,A
USGS,11425500,1950-08-19,1950,6480,A
USGS,11425500,1950-08-20,1950,6480,A
USGS,11425500,1950-08-21,1950,6430,A
USGS,11425500,1950-08-22,1950,6420,A
USGS,11425500,1950-08-23,1950,6490,A
USGS,11425500,1950-08-24,1950,6610,A
USGS,11425500,1950-08-25,1950,6610,A
USGS,11425500,1950-08-26,1950,6640,A
USGS,11425500,1950-08-27,1950,6740,A
USGS,11425500,1950-08-28,1950,6560,A
USGS,11425500,1950-08-29,1950,6540,A
USGS,11425500,1950-08-30,1950,6680,A
USGS,11425500,1950-08-31,1950,6610,A
USGS,11425500,1950-09-01,1950,6520,A
USGS,11425500,1950-09-02,1950,6490,A
USGS,11425500,1950-09-03,1950,6600,A
USGS,11425500,1950-09-04,1950,6760,A
USGS,11425500,1950-09-05,1950,6620,A
USGS,11425500,1950-09-06,1950,6760,A
USGS,11425500,1950-09-07,1950,7290,A
USGS,11425500,1950-09-08,1950,7910,A
USGS,11425500,1950-09-09,1950,8400,A
USGS,11425500,1950-09-10,1950,8960,A
USGS,11425500,1950-09-11,1950,9280,A
USGS,11425500,1950-09-12,1950,9470,A
USGS,11425500,1950-09-13,1950,9970,A
USGS,11425500,1950-09-14,1950,10300,A
USGS,11425500,1950-09-15,1950,10300,A
USGS,11425500,1950-09-16,1950,10300,A
USGS,11425500,1950-09-17,1950,10400,A
USGS,11425500,1950-09-18,1950,10300,A
USGS,11425500,1950-09-19,1950,10100,A
USGS,11425500,1950-09-20,1950,10200,A
USGS,11425500,1950-09-21,1950,10100,A
USGS,11425500,1950-09-22,1950,9640,A
USGS,11425500,1950-09-23,1950,9060,A
USGS,11425500,1950-09-24,1950,8840,A
USGS,11425500,1950-09-25,1950,8450,A
USGS,11425500,1950-09-26,1950,8410,A
USGS,11425500,1950-09-27,1950,8360,A
USGS,11425500,1950-09-28,1950,8210,A
USGS,11425500,1950-09-29,1950,7880,A
USGS,11425500,1950-09-30,1950,7640,A
USGS,11425500,1950-10-01,1951,7580,A
USGS,11425500,1950-10-02,1951,7500,A
USGS,11425500,1950-10-03,1951,7340,A
USGS,11425500,1950-10-04,1951,7510,A
USGS,11425500,1950-10-05,1951,7430,A
USGS,11425500,1950-10-06,1951,7240,A
USGS,11425500,1950-10-07,1951,7430,A
USGS,11425500,1950-10-08,1951,7690,A
USGS,11425500,1950-10-09,1951,7560,A
USGS,11425500,1950-10-10,1951,7320,A
USGS,11425500,1950-10-11,1951,7400,A
USGS,11425500,1950-10-12,1951,7240,A
USGS,11425500,1950-10-13,1951,7060,A
USGS,11425500,1950-10-14,1951,7140,A
USGS,11425500,1950-10-15,1951,7060,A
USGS,11425500,1950-10-16,1951,6920,A
USGS,11425500,1950-10-17,1951,6810,A
USGS,11425500,1950-10-18,1951,7140,A
USGS,11425500,1950-10-19,1951,7240,A
USGS,11425500,1950-10-20,1951,7340,A
USGS,11425500,1950-10-21,1951,7290,A
USGS,11425500,1950-10-22,1951,7290,A
USGS,11425500,1950-10-23,1951,7400,A
USGS,11425500,1950-10-24,1951,7480,A
USGS,11425500,1950-10-25,1951,7980,A
USGS,11425500,1950-10-26,1951,8600,A
USGS,11425500,1950-10-27,1951,10400,A
USGS,11425500,1950-10-28,1951,15000,A
USGS,11425500,1950-10-29,1951,16500,A
USGS,11425500,1950-10-30,1951,18300,A
USGS,11425500,1950-10-31,1951,21700,A
USGS,11425500,1950-11-01,1951,24100,A
USGS,11425500,1950-11-02,1951,20600,A
USGS,11425500,1950-11-03,1951,17000,A
USGS,11425500,1950-11-04,1951,14700,A
USGS,11425500,1950-11-05,1951,13300,A
USGS,11425500,1950-11-06,1951,11800,A
USGS,11425500,1950-11-07,1951,10700,A
USGS,11425500,1950-11-08,1951,10300,A
USGS,11425500,1950-11-09,1951,10300,A
USGS,11425500,1950-11-10,1951,10100,A
USGS,11425500,1950-11-11,1951,9710,A
USGS,11425500,1950-11-12,1951,10000,A
USGS,11425500,1950-11-13,1951,9860,A
USGS,11425500,1950-11-14,1951,9860,A
USGS,11425500,1950-11-15,1951,10200,A
USGS,11425500,1950-11-16,1951,11000,A
USGS,11425500,1950-11-17,1951,14300,A
USGS,11425500,1950-11-18,1951,25100,A
USGS,11425500,1950-11-19,1951,25600,A
USGS,11425500,1950-11-20,1951,52200,A
USGS,11425500,1950-11-21,1951,52600,A
USGS,11425500,1950-11-22,1951,63200,A
USGS,11425500,1950-11-23,1951,59700,A
USGS,11425500,1950-11-24,1951,56200,A
USGS,11425500,1950-11-25,1951,53100,A
USGS,11425500,1950-11-26,1951,49300,A
USGS,11425500,1950-11-27,1951,43500,A
USGS,11425500,1950-11-28,1951,37000,A
USGS,11425500,1950-11-29,1951,32000,A
USGS,11425500,1950-11-30,1951,28400,A
USGS,11425500,1950-12-01,1951,26000,A
USGS,11425500,1950-12-02,1951,24400,A
USGS,11425500,1950-12-03,1951,24300,A
USGS,11425500,1950-12-04,1951,17000,A
USGS,11425500,1950-12-05,1951,51600,A
USGS,11425500,1950-12-06,1951,56900,A
USGS,11425500,1950-12-07,1951,51100,A
USGS,11425500,1950-12-08,1951,52400,A
USGS,11425500,1950-12-09,1951,56400,A
USGS,11425500,1950-12-10,1951,60800,A
USGS,11425500,1950-12-11,1951,58800,A
USGS,11425500,1950-12-12,1951,57600,A
USGS,11425500,1950-12-13,1951,56900,A
USGS,11425500,1950-12-14,1951,56700,A
USGS,11425500,1950-12-15,1951,54700,A
USGS,11425500,1950-12-16,1951,58800,A
USGS,11425500,1950-12-17,1951,59900,A
USGS,11425500,1950-12-18,1951,58900,A
USGS,11425500,1950-12-19,1951,58000,A
USGS,11425500,1950-12-20,1951,57300,A
USGS,11425500,1950-12-21,1951,56400,A
USGS,11425500,1950-12-22,1951,55600,A
USGS,11425500,1950-12-23,1951,54500,A
USGS,11425500,1950-12-24,1951,53000,A
USGS,11425500,1950-12-25,1951,50900,A
USGS,11425500,1950-12-26,1951,48100,A
USGS,11425500,1950-12-27,1951,45000,A
USGS,11425500,1950-12-28,1951,41600,A
USGS,11425500,1950-12-29,1951,38400,A
USGS,11425500,1950-12-30,1951,35800,A
USGS,11425500,1950-12-31,1951,33900,A
USGS,11425500,1951-01-01,1951,31900,A
USGS,11425500,1951-01-02,1951,29800,A
USGS,11425500,1951-01-03,1951,28600,A
USGS,11425500,1951-01-04,1951,28500,A
USGS,11425500,1951-01-05,1951,27500,A
USGS,11425500,1951-01-06,1951,26400,A
USGS,11425500,1951-01-07,1951,25700,A
USGS,11425500,1951-01-08,1951,24400,A
USGS,11425500,1951-01-09,1951,23600,A
USGS,11425500,1951-01-10,1951,23900,A
USGS,11425500,1951-01-11,1951,27800,A
USGS,11425500,1951-01-12,1951,35000,A
