"","date","yolo_dayflow","sac_dayflow","height_sac","inund_days","inundation","year"
"2214",1990-02-22,16,13900,16.27,0,0,"1990"
"2215",1990-02-23,16,13500,16.17,0,0,"1990"
"2216",1990-02-24,16,13200,15.99,0,0,"1990"
"2217",1990-02-25,16,12800,15.89,0,0,"1990"
"2218",1990-02-26,16,12200,15.69,0,0,"1990"
"2219",1990-02-27,16,12000,15.46,0,0,"1990"
"2220",1990-02-28,16,11600,15.27,0,0,"1990"
"2221",1990-03-01,23,11600,15.24,0,0,"1990"
"2222",1990-03-02,26,11600,15.9538421052632,0,0,"1990"
"2223",1990-03-03,26,11800,16.5691052631579,0,0,"1990"
"2224",1990-03-04,26,11900,16.21,0,0,"1990"
"2225",1990-03-05,26,14300,17.76,0,0,"1990"
"2226",1990-03-06,26,16800,18.7,0,0,"1990"
"2227",1990-03-07,26,17600,18.95,0,0,"1990"
"2228",1990-03-08,26,17200,18.48,0,0,"1990"
"2229",1990-03-09,26,15300,17.4,0,0,"1990"
"2230",1990-03-10,26,13800,16.64,0,0,"1990"
"2231",1990-03-11,26,13900,16.46,0,0,"1990"
"2232",1990-03-12,26,14500,17.29,0,0,"1990"
"2233",1990-03-13,26,15200,17.41,0,0,"1990"
"2234",1990-03-14,26,14700,16.98,0,0,"1990"
"2235",1990-03-15,26,13300,16.23,0,0,"1990"
"2236",1990-03-16,26,12600,15.73,0,0,"1990"
"2237",1990-03-17,26,11700,15.36,0,0,"1990"
"2238",1990-03-18,26,11400,15.12,0,0,"1990"
"2239",1990-03-19,26,11200,14.93,0,0,"1990"
"2240",1990-03-20,26,10800,14.63,0,0,"1990"
"2241",1990-03-21,26,10400,14.66,0,0,"1990"
"2242",1990-03-22,26,10600,14.67,0,0,"1990"
"2243",1990-03-23,26,11000,14.7,0,0,"1990"
"2244",1990-03-24,26,11000,14.88,0,0,"1990"
"2245",1990-03-25,26,11300,14.97,0,0,"1990"
"2246",1990-03-26,26,11900,15.36,0,0,"1990"
"2247",1990-03-27,26,11400,15.33,0,0,"1990"
"2248",1990-03-28,26,12100,15.73,0,0,"1990"
"2249",1990-03-29,26,12600,15.64,0,0,"1990"
"2250",1990-03-30,26,12500,15.47,0,0,"1990"
"2251",1990-03-31,26,12900,15.66,0,0,"1990"
"2252",1990-04-01,40,13400,15.94,0,0,"1990"
"2253",1990-04-02,46,14000,15.98,0,0,"1990"
"2254",1990-04-03,46,13900,15.99,0,0,"1990"
"2255",1990-04-04,46,12900,15.64,0,0,"1990"
"2256",1990-04-05,46,13400,16.04,0,0,"1990"
"2257",1990-04-06,46,15000,16.23,0,0,"1990"
"2258",1990-04-07,46,15800,16.32,0,0,"1990"
"2259",1990-04-08,46,15900,16.33,0,0,"1990"
"2260",1990-04-09,46,16000,16.35,0,0,"1990"
"2261",1990-04-10,46,16200,16.8,0,0,"1990"
"2262",1990-04-11,46,16900,17.37,0,0,"1990"
"2263",1990-04-12,46,17600,17.44,0,0,"1990"
"2264",1990-04-13,46,17300,17.38,0,0,"1990"
"2265",1990-04-14,46,17000,17.44,0,0,"1990"
"2266",1990-04-15,46,17900,17.53,0,0,"1990"
"2267",1990-04-16,46,18200,17.59,0,0,"1990"
"2268",1990-04-17,46,18100,17.57,0,0,"1990"
"2269",1990-04-18,46,17700,17.55,0,0,"1990"
"2270",1990-04-19,46,17500,17.4,0,0,"1990"
"2271",1990-04-20,46,17500,17.29,0,0,"1990"
"2272",1990-04-21,46,16500,16.95,0,0,"1990"
"2273",1990-04-22,46,15500,16.57,0,0,"1990"
"2274",1990-04-23,46,15200,16.6,0,0,"1990"
"2275",1990-04-24,46,15600,16.74,0,0,"1990"
"2276",1990-04-25,46,15000,16.66,0,0,"1990"
"2277",1990-04-26,46,14700,16.58,0,0,"1990"
"2278",1990-04-27,46,13600,16.31,0,0,"1990"
"2279",1990-04-28,46,11200,15.04,0,0,"1990"
"2280",1990-04-29,46,9490,14.25,0,0,"1990"
"2281",1990-04-30,46,9150,13.66,0,0,"1990"
"2282",1990-05-01,36,8010,13.32,0,0,"1990"
"2283",1990-05-02,33,7410,12.89,0,0,"1990"
"2284",1990-05-03,33,6870,12.55,0,0,"1990"
"2285",1990-05-04,33,5980,12.9657462686567,0,0,"1990"
"2286",1990-05-05,33,5380,13.058717948718,0,0,"1990"
"2287",1990-05-06,33,5370,13.3090322580645,0,0,"1990"
"2288",1990-05-07,33,6010,13.585,0,0,"1990"
"2289",1990-05-08,33,6000,13.7232835820896,0,0,"1990"
"2290",1990-05-09,33,7300,13.71,0,0,"1990"
"2291",1990-05-10,33,8440,13.68,0,0,"1990"
"2292",1990-05-11,33,8820,13.74,0,0,"1990"
"2293",1990-05-12,33,9460,14.12,0,0,"1990"
"2294",1990-05-13,33,9600,14.39,0,0,"1990"
"2295",1990-05-14,33,9610,14.59,0,0,"1990"
"2296",1990-05-15,33,9710,14.88,0,0,"1990"
"2297",1990-05-16,33,10300,15.05,0,0,"1990"
"2298",1990-05-17,33,10300,15.32,0,0,"1990"
"2299",1990-05-18,33,11100,15.34,0,0,"1990"
"2300",1990-05-19,33,9780,14.82,0,0,"1990"
"2301",1990-05-20,33,9820,14.9,0,0,"1990"
"2302",1990-05-21,33,10400,15.39,0,0,"1990"
"2303",1990-05-22,33,10800,15.52,0,0,"1990"
"2304",1990-05-23,33,10700,15.89,0,0,"1990"
"2305",1990-05-24,33,11900,16.8,0,0,"1990"
"2306",1990-05-25,33,13000,17.6,0,0,"1990"
"2307",1990-05-26,33,13900,17.52,0,0,"1990"
"2308",1990-05-27,33,13500,16.84,0,0,"1990"
"2309",1990-05-28,33,14800,18.2,0,0,"1990"
"2310",1990-05-29,33,17300,20.77,0,0,"1990"
"2311",1990-05-30,33,20400,21.22,0,0,"1990"
"2312",1990-05-31,33,20500,20.87,0,0,"1990"
"2313",1990-06-01,33,19300,21.39,0,0,"1990"
"2314",1990-06-02,33,20600,21.55,0,0,"1990"
"2315",1990-06-03,33,19000,20.6,0,0,"1990"
"2316",1990-06-04,33,15900,18.63,0,0,"1990"
"2317",1990-06-05,33,11800,16.34,0,0,"1990"
"2318",1990-06-06,33,9800,14.97,0,0,"1990"
"2319",1990-06-07,33,8840,14.2,0,0,"1990"
"2320",1990-06-08,33,7860,13.25,0,0,"1990"
"2321",1990-06-09,33,7880,12.89,0,0,"1990"
"2322",1990-06-10,33,8330,12.49,0,0,"1990"
"2323",1990-06-11,33,8020,12.07,0,0,"1990"
"2324",1990-06-12,33,7480,11.98,0,0,"1990"
"2325",1990-06-13,33,7420,12.13,0,0,"1990"
"2326",1990-06-14,33,8200,12.73,0,0,"1990"
"2327",1990-06-15,33,9170,13.1,0,0,"1990"
"2328",1990-06-16,33,9840,13.19,0,0,"1990"
"2329",1990-06-17,33,9300,13.41,0,0,"1990"
"2330",1990-06-18,33,10300,13.81,0,0,"1990"
"2331",1990-06-19,33,10600,14.08,0,0,"1990"
"2332",1990-06-20,33,9930,14.07,0,0,"1990"
"2333",1990-06-21,33,8890,13.96,0,0,"1990"
"2334",1990-06-22,33,9460,13.77,0,0,"1990"
"2335",1990-06-23,33,10400,13.69,0,0,"1990"
"2336",1990-06-24,33,10600,13.51,0,0,"1990"
"2337",1990-06-25,33,10400,13.5,0,0,"1990"
"2338",1990-06-26,33,9680,13.42,0,0,"1990"
"2339",1990-06-27,33,8660,13.32,0,0,"1990"
"2340",1990-06-28,33,8730,13.41,0,0,"1990"
"2341",1990-06-29,33,8870,13.45,0,0,"1990"
"2342",1990-06-30,33,10300,13.61,0,0,"1990"
"2343",1990-07-01,33,11800,13.6749212598425,0,0,"1990"
"2344",1990-07-02,33,12600,13.91,0,0,"1990"
"2345",1990-07-03,33,12200,13.88,0,0,"1990"
"2346",1990-07-04,33,12300,13.71,0,0,"1990"
"2347",1990-07-05,33,11800,13.62,0,0,"1990"
"2348",1990-07-06,33,11200,13.39,0,0,"1990"
"2349",1990-07-07,33,11200,13.48,0,0,"1990"
"2350",1990-07-08,33,11000,13.44,0,0,"1990"
"2351",1990-07-09,33,11200,13.38,0,0,"1990"
"2352",1990-07-10,33,12500,13.55,0,0,"1990"
"2353",1990-07-11,33,14100,13.66,0,0,"1990"
"2354",1990-07-12,33,14300,13.59,0,0,"1990"
"2355",1990-07-13,33,13400,13.58,0,0,"1990"
"2356",1990-07-14,33,12600,13.63,0,0,"1990"
"2357",1990-07-15,33,13100,13.98,0,0,"1990"
"2358",1990-07-16,33,13900,14.16,0,0,"1990"
"2359",1990-07-17,33,14400,14.38,0,0,"1990"
"2360",1990-07-18,33,14500,14.36,0,0,"1990"
"2361",1990-07-19,33,14800,14.55,0,0,"1990"
"2362",1990-07-20,33,15100,14.75,0,0,"1990"
"2363",1990-07-21,33,15100,14.82,0,0,"1990"
"2364",1990-07-22,33,15000,14.88,0,0,"1990"
"2365",1990-07-23,33,15200,14.86,0,0,"1990"
"2366",1990-07-24,33,15100,14.82,0,0,"1990"
"2367",1990-07-25,33,14900,14.79,0,0,"1990"
"2368",1990-07-26,33,14700,14.52,0,0,"1990"
"2369",1990-07-27,33,14000,14.33,0,0,"1990"
"2370",1990-07-28,33,14100,14.46,0,0,"1990"
"2371",1990-07-29,33,14100,14.37,0,0,"1990"
"2372",1990-07-30,33,14200,14.39,0,0,"1990"
"2373",1990-07-31,33,14300,14.48,0,0,"1990"
"2374",1990-08-01,28,14400,14.53,0,0,"1990"
"2375",1990-08-02,26,14400,14.61,0,0,"1990"
"2376",1990-08-03,26,14900,14.8,0,0,"1990"
"2377",1990-08-04,26,14700,15.27,0,0,"1990"
"2378",1990-08-05,26,15400,16.06,0,0,"1990"
"2379",1990-08-06,26,16000,16.29,0,0,"1990"
"2380",1990-08-07,26,14900,16.46,0,0,"1990"
"2381",1990-08-08,26,14300,16.43,0,0,"1990"
"2382",1990-08-09,26,13900,16.35,0,0,"1990"
"2383",1990-08-10,26,14200,16.32,0,0,"1990"
"2384",1990-08-11,26,14300,16.46,0,0,"1990"
"2385",1990-08-12,26,14100,16.39,0,0,"1990"
"2386",1990-08-13,26,13700,16.22,0,0,"1990"
"2387",1990-08-14,26,13300,16.2,0,0,"1990"
"2388",1990-08-15,26,13800,16.07,0,0,"1990"
"2389",1990-08-16,26,14200,16.14,0,0,"1990"
"2390",1990-08-17,26,14400,16.29,0,0,"1990"
"2391",1990-08-18,26,14500,16.49,0,0,"1990"
"2392",1990-08-19,26,14700,16.48,0,0,"1990"
"2393",1990-08-20,26,14000,16.49,0,0,"1990"
"2394",1990-08-21,26,13800,16.47,0,0,"1990"
"2395",1990-08-22,26,13200,16.22,0,0,"1990"
"2396",1990-08-23,26,12700,16.21,0,0,"1990"
"2397",1990-08-24,26,12600,16.14,0,0,"1990"
"2398",1990-08-25,26,13100,16.13,0,0,"1990"
"2399",1990-08-26,26,12700,15.86,0,0,"1990"
"2400",1990-08-27,26,12500,15.85,0,0,"1990"
"2401",1990-08-28,26,12700,15.99,0,0,"1990"
"2402",1990-08-29,26,12500,15.91,0,0,"1990"
"2403",1990-08-30,26,12500,15.8,0,0,"1990"
"2404",1990-08-31,26,12600,15.68,0,0,"1990"
"2405",1990-09-01,37,12300,15.64,0,0,"1990"
"2406",1990-09-02,40,12100,15.55,0,0,"1990"
"2407",1990-09-03,40,11400,15.46,0,0,"1990"
"2408",1990-09-04,85,11900,15.37,0,0,"1990"
"2409",1990-09-05,55,12000,15.44,0,0,"1990"
"2410",1990-09-06,40,11900,15.4,0,0,"1990"
"2411",1990-09-07,40,11900,15.36,0,0,"1990"
"2412",1990-09-08,85,12000,15.32,0,0,"1990"
"2413",1990-09-09,55,12000,15.21,0,0,"1990"
"2414",1990-09-10,40,11100,15.11,0,0,"1990"
"2415",1990-09-11,40,11300,15.2,0,0,"1990"
"2416",1990-09-12,85,11100,15.01,0,0,"1990"
"2417",1990-09-13,40,11100,15.05,0,0,"1990"
"2418",1990-09-14,80,10900,14.78,0,0,"1990"
"2419",1990-09-15,40,10300,14.63,0,0,"1990"
"2420",1990-09-16,20,9900,14.59,0,0,"1990"
"2421",1990-09-17,20,9380,14.41,0,0,"1990"
"2422",1990-09-18,20,8880,14.24,0,0,"1990"
"2423",1990-09-19,20,8800,14.27,0,0,"1990"
"2424",1990-09-20,20,8830,14.28,0,0,"1990"
"2425",1990-09-21,20,8070,14.13,0,0,"1990"
"2426",1990-09-22,20,8470,14.03,0,0,"1990"
"2427",1990-09-23,20,8060,13.81,0,0,"1990"
"2428",1990-09-24,20,7880,13.66,0,0,"1990"
"2429",1990-09-25,20,7560,13.44,0,0,"1990"
"2430",1990-09-26,20,7850,13.58,0,0,"1990"
"2431",1990-09-27,20,8210,13.71,0,0,"1990"
"2432",1990-09-28,19,8710,13.85,0,0,"1990"
"2433",1990-09-29,15,8710,13.84,0,0,"1990"
"2434",1990-09-30,15,8270,13.72,0,0,"1990"
"2435",1990-10-01,15,7880,13.47,0,0,"1990"
"2436",1990-10-02,15,7940,13.29,0,0,"1990"
"2437",1990-10-03,15,7640,13.26,0,0,"1990"
"2438",1990-10-04,15,7070,13.07,0,0,"1990"
"2439",1990-10-05,15,7080,12.99,0,0,"1990"
"2440",1990-10-06,15,7430,13.03,0,0,"1990"
"2441",1990-10-07,15,7290,13.01,0,0,"1990"
"2442",1990-10-08,15,7240,12.96,0,0,"1990"
"2443",1990-10-09,15,7040,12.9,0,0,"1990"
"2444",1990-10-10,15,7050,12.82,0,0,"1990"
"2445",1990-10-11,15,7690,12.86,0,0,"1990"
"2446",1990-10-12,15,7950,12.93,0,0,"1990"
"2447",1990-10-13,15,7890,13.08,0,0,"1990"
"2448",1990-10-14,15,7790,13.11,0,0,"1990"
"2449",1990-10-15,15,7690,13.19,0,0,"1990"
"2450",1990-10-16,15,7410,12.9,0,0,"1990"
"2451",1990-10-17,15,6940,12.82,0,0,"1990"
"2452",1990-10-18,15,6680,12.85,0,0,"1990"
"2453",1990-10-19,15,7290,12.86,0,0,"1990"
"2454",1990-10-20,15,7210,12.75,0,0,"1990"
"2455",1990-10-21,15,7250,12.66,0,0,"1990"
"2456",1990-10-22,15,6780,12.56,0,0,"1990"
"2457",1990-10-23,15,7060,12.63,0,0,"1990"
"2458",1990-10-24,15,7860,12.69,0,0,"1990"
"2459",1990-10-25,15,8030,12.7,0,0,"1990"
"2460",1990-10-26,15,8380,12.7,0,0,"1990"
"2461",1990-10-27,15,8510,12.79,0,0,"1990"
"2462",1990-10-28,15,8670,12.85,0,0,"1990"
"2463",1990-10-29,15,8690,12.84,0,0,"1990"
"2464",1990-10-30,15,8590,12.97,0,0,"1990"
"2465",1990-10-31,15,8210,13.22,0,0,"1990"
"2466",1990-11-01,22,8470,13.32,0,0,"1990"
"2467",1990-11-02,25,8170,13.36,0,0,"1990"
"2468",1990-11-03,25,8160,13.55,0,0,"1990"
"2469",1990-11-04,25,8440,13.63,0,0,"1990"
"2470",1990-11-05,25,8490,13.91,0,0,"1990"
"2471",1990-11-06,25,9170,13.97,0,0,"1990"
"2472",1990-11-07,45,7770,13.37,0,0,"1990"
"2473",1990-11-08,25,8200,13.59,0,0,"1990"
"2474",1990-11-09,25,8400,13.63,0,0,"1990"
"2475",1990-11-10,25,8090,13.44,0,0,"1990"
"2476",1990-11-11,25,7630,13.17,0,0,"1990"
"2477",1990-11-12,25,6780,12.95,0,0,"1990"
"2478",1990-11-13,25,6910,12.95,0,0,"1990"
"2479",1990-11-14,25,7130,12.98,0,0,"1990"
"2480",1990-11-15,25,7240,12.98,0,0,"1990"
"2481",1990-11-16,25,7200,13.06,0,0,"1990"
"2482",1990-11-17,25,7230,13.12,0,0,"1990"
"2483",1990-11-18,25,7390,13.13,0,0,"1990"
"2484",1990-11-19,25,7110,13.13,0,0,"1990"
"2485",1990-11-20,25,7390,13.06,0,0,"1990"
"2486",1990-11-21,25,7550,12.98,0,0,"1990"
"2487",1990-11-22,25,7250,12.86,0,0,"1990"
"2488",1990-11-23,25,7300,13.13,0,0,"1990"
"2489",1990-11-24,25,7580,13.22,0,0,"1990"
"2490",1990-11-25,25,7400,13.29,0,0,"1990"
"2491",1990-11-26,25,8780,13.35,0,0,"1990"
"2492",1990-11-27,25,8160,13.33,0,0,"1990"
"2493",1990-11-28,25,7840,13.32,0,0,"1990"
"2494",1990-11-29,25,7410,13.29,0,0,"1990"
"2495",1990-11-30,25,7040,13.13,0,0,"1990"
"2496",1990-12-01,25,7070,13.04,0,0,"1990"
"2497",1990-12-02,25,7210,13.1277952755906,0,0,"1990"
"2498",1990-12-03,25,8890,13.1265079365079,0,0,"1990"
"2499",1990-12-04,25,10300,13.1229032258064,0,0,"1990"
"2500",1990-12-05,25,11100,13.116,0,0,"1990"
"2501",1990-12-06,25,11500,13.1014285714286,0,0,"1990"
"2502",1990-12-07,25,11300,13.07,0,0,"1990"
"2503",1990-12-08,25,11300,13.07,0,0,"1990"
"2504",1990-12-09,25,11400,13.07,0,0,"1990"
"2505",1990-12-10,25,11500,13.07,0,0,"1990"
"2506",1990-12-11,25,12400,13.07,0,0,"1990"
"2507",1990-12-12,25,12200,13.07,0,0,"1990"
"2508",1990-12-13,25,12100,13.07,0,0,"1990"
"2509",1990-12-14,25,11900,13.07,0,0,"1990"
"2510",1990-12-15,25,11500,13.07,0,0,"1990"
"2511",1990-12-16,25,12100,12.72,0,0,"1990"
"2512",1990-12-17,25,11900,13.13,0,0,"1990"
"2513",1990-12-18,25,11400,13.13,0,0,"1990"
"2514",1990-12-19,25,11300,13.13,0,0,"1990"
"2515",1990-12-20,25,12100,13.13,0,0,"1990"
"2516",1990-12-21,25,11300,13.13,0,0,"1990"
"2517",1990-12-22,25,10700,13.13,0,0,"1990"
"2518",1990-12-23,25,10900,13.13,0,0,"1990"
"2519",1990-12-24,25,10400,13.13,0,0,"1990"
"2520",1990-12-25,25,10500,13.13,0,0,"1990"
"2521",1990-12-26,25,10500,13.3442857142857,0,0,"1990"
"2522",1990-12-27,25,10300,13.4286666666667,0,0,"1990"
"2523",1990-12-28,25,9920,13.4674193548387,0,0,"1990"
"2524",1990-12-29,25,10300,13.4855555555556,0,0,"1990"
"2525",1990-12-30,25,10100,13.4944094488189,0,0,"1990"
"2526",1990-12-31,25,9980,12.4,0,0,"1990"
"2527",1991-01-01,25,10200,14.59,0,0,"1991"
"2528",1991-01-02,25,10300,14.63,0,0,"1991"
"2529",1991-01-03,25,10300,14.61,0,0,"1991"
"2530",1991-01-04,25,10300,14.63,0,0,"1991"
"2531",1991-01-05,25,10600,14.61,0,0,"1991"
"2532",1991-01-06,25,10400,14.61,0,0,"1991"
"2533",1991-01-07,25,10300,14.55,0,0,"1991"
"2534",1991-01-08,25,10400,14.59,0,0,"1991"
"2535",1991-01-09,25,10000,14.72,0,0,"1991"
"2536",1991-01-10,25,10200,14.73,0,0,"1991"
"2537",1991-01-11,25,10000,14.73,0,0,"1991"
"2538",1991-01-12,25,9720,14.59,0,0,"1991"
"2539",1991-01-13,25,9490,14.53,0,0,"1991"
"2540",1991-01-14,25,9260,14.4,0,0,"1991"
"2541",1991-01-15,25,9100,14.32,0,0,"1991"
"2542",1991-01-16,25,9140,14.32,0,0,"1991"
"2543",1991-01-17,25,9250,14.31,0,0,"1991"
"2544",1991-01-18,25,8920,14.24,0,0,"1991"
"2545",1991-01-19,25,9000,14.19,0,0,"1991"
"2546",1991-01-20,25,9140,14.16,0,0,"1991"
"2547",1991-01-21,25,8490,14.03,0,0,"1991"
"2548",1991-01-22,25,8350,13.81,0,0,"1991"
"2549",1991-01-23,25,8460,13.76,0,0,"1991"
"2550",1991-01-24,25,8020,13.7,0,0,"1991"
"2551",1991-01-25,25,7580,13.68,0,0,"1991"
"2552",1991-01-26,25,7150,13.43,0,0,"1991"
"2553",1991-01-27,25,7080,13.29,0,0,"1991"
"2554",1991-01-28,25,7070,13.16,0,0,"1991"
"2555",1991-01-29,25,6790,12.88,0,0,"1991"
"2556",1991-01-30,25,6930,12.91,0,0,"1991"
"2557",1991-01-31,25,6560,12.76,0,0,"1991"
"2558",1991-02-01,19,6550,13.08,0,0,"1991"
"2559",1991-02-02,16,8080,13.29,0,0,"1991"
"2560",1991-02-03,16,9110,13.93,0,0,"1991"
"2561",1991-02-04,16,9270,15.26,0,0,"1991"
"2562",1991-02-05,16,12500,15.71,0,0,"1991"
"2563",1991-02-06,16,12900,16.07,0,0,"1991"
"2564",1991-02-07,16,12500,16.32,0,0,"1991"
"2565",1991-02-08,16,11600,16.08,0,0,"1991"
"2566",1991-02-09,16,10100,15.17,0,0,"1991"
"2567",1991-02-10,16,8960,14.45,0,0,"1991"
"2568",1991-02-11,16,8150,13.9,0,0,"1991"
"2569",1991-02-12,16,7600,13.27,0,0,"1991"
"2570",1991-02-13,16,7260,12.96,0,0,"1991"
"2571",1991-02-14,16,7010,13.08,0,0,"1991"
"2572",1991-02-15,16,7230,13.16,0,0,"1991"
"2573",1991-02-16,16,7010,13.01,0,0,"1991"
"2574",1991-02-17,16,7560,13.06,0,0,"1991"
"2575",1991-02-18,16,7450,12.97,0,0,"1991"
"2576",1991-02-19,16,7280,12.89,0,0,"1991"
"2577",1991-02-20,16,6960,12.78,0,0,"1991"
"2578",1991-02-21,15,6710,12.67,0,0,"1991"
"2579",1991-02-22,16,6680,12.7,0,0,"1991"
"2580",1991-02-23,16,6970,12.64,0,0,"1991"
"2581",1991-02-24,16,6500,12.55,0,0,"1991"
"2582",1991-02-25,16,6300,12.5,0,0,"1991"
"2583",1991-02-26,16,6030,12.6,0,0,"1991"
"2584",1991-02-27,16,6600,13.01,0,0,"1991"
"2585",1991-02-28,16,6860,13.02,0,0,"1991"
"2586",1991-03-01,23,8300,12.9085039370079,0,0,"1991"
"2587",1991-03-02,26,10400,12.9101587301587,0,0,"1991"
"2588",1991-03-03,26,11400,12.9145161290323,0,0,"1991"
"2589",1991-03-04,486,15500,12.9266666666667,0,0,"1991"
"2590",1991-03-05,2367,31600,12.9571428571429,0,0,"1991"
"2591",1991-03-06,2616,37900,13.0166666666667,0,0,"1991"
"2592",1991-03-07,2106,34900,13.0166666666667,0,0,"1991"
"2593",1991-03-08,1226,27500,13.0166666666667,0,0,"1991"
"2594",1991-03-09,26,21200,13.0166666666667,0,0,"1991"
"2595",1991-03-10,26,16600,13.0166666666667,0,0,"1991"
"2596",1991-03-11,26,14900,13.0166666666667,0,0,"1991"
"2597",1991-03-12,26,13000,13.0166666666667,0,0,"1991"
"2598",1991-03-13,26,15300,13.0166666666667,0,0,"1991"
"2599",1991-03-14,26,25400,13.0166666666667,0,0,"1991"
"2600",1991-03-15,26,31900,13.0166666666667,0,0,"1991"
"2601",1991-03-16,26,29300,17.425,0,0,"1991"
"2602",1991-03-17,76,25400,27.88,0,0,"1991"
"2603",1991-03-18,79,22400,27.88,0,0,"1991"
"2604",1991-03-19,50,20200,27.88,0,0,"1991"
"2605",1991-03-20,50,23900,27.88,0,0,"1991"
"2606",1991-03-21,50,26500,27.88,0,0,"1991"
"2607",1991-03-22,50,26700,27.88,0,0,"1991"
"2608",1991-03-23,50,23200,27.88,0,0,"1991"
"2609",1991-03-24,429,22200,27.88,0,0,"1991"
"2610",1991-03-25,1434,30600,27.88,0,0,"1991"
"2611",1991-03-26,3144,39100,27.88,0,0,"1991"
"2612",1991-03-27,3260,46900,26.6128571428571,0,0,"1991"
"2613",1991-03-28,3160,45400,26.056,0,0,"1991"
"2614",1991-03-29,2931,39700,25.7877419354839,0,0,"1991"
"2615",1991-03-30,2424,33200,25.6506349206349,0,0,"1991"
"2616",1991-03-31,1406,27900,25.580157480315,0,0,"1991"
"2617",1991-04-01,39,24700,21.83,0,0,"1991"
"2618",1991-04-02,46,21700,39.98,1,1,"1991"
"2619",1991-04-03,46,18400,19.01,0,0,"1991"
"2620",1991-04-04,46,16700,18.26,0,0,"1991"
"2621",1991-04-05,46,15300,17.74,0,0,"1991"
"2622",1991-04-06,46,14200,17.15,0,0,"1991"
"2623",1991-04-07,44,13600,16.7,0,0,"1991"
"2624",1991-04-08,46,13500,17.52,0,0,"1991"
"2625",1991-04-09,46,13400,17.52,0,0,"1991"
"2626",1991-04-10,46,13300,16.79,0,0,"1991"
"2627",1991-04-11,46,11800,15.91,0,0,"1991"
"2628",1991-04-12,46,10600,15.37,0,0,"1991"
"2629",1991-04-13,46,10800,15.34,0,0,"1991"
"2630",1991-04-14,46,9740,14.84,0,0,"1991"
"2631",1991-04-15,46,9250,14.42,0,0,"1991"
"2632",1991-04-16,46,8850,14.35,0,0,"1991"
"2633",1991-04-17,46,8710,14.16,0,0,"1991"
"2634",1991-04-18,46,8600,14.14,0,0,"1991"
"2635",1991-04-19,46,8260,13.55,0,0,"1991"
"2636",1991-04-20,46,7500,13.17,0,0,"1991"
"2637",1991-04-21,46,7360,13.21,0,0,"1991"
"2638",1991-04-22,46,7650,13.39,0,0,"1991"
"2639",1991-04-23,46,7390,13.2301968503937,0,0,"1991"
"2640",1991-04-24,46,7570,13.24,0,0,"1991"
"2641",1991-04-25,46,7220,13.12,0,0,"1991"
"2642",1991-04-26,46,6910,12.75,0,0,"1991"
"2643",1991-04-27,46,6560,12.85,0,0,"1991"
"2644",1991-04-28,46,6310,12.76,0,0,"1991"
"2645",1991-04-29,46,5760,12.45,0,0,"1991"
"2646",1991-04-30,46,4730,12.5,0,0,"1991"
"2647",1991-05-01,44,5360,11.65,0,0,"1991"
"2648",1991-05-02,43,5180,12.06,0,0,"1991"
"2649",1991-05-03,43,6410,12.24,0,0,"1991"
"2650",1991-05-04,43,6960,13.25,0,0,"1991"
"2651",1991-05-05,43,7470,13.22,0,0,"1991"
"2652",1991-05-06,43,6960,13.09,0,0,"1991"
"2653",1991-05-07,43,7070,13.2,0,0,"1991"
"2654",1991-05-08,43,6510,13.22,0,0,"1991"
"2655",1991-05-09,43,7310,13.27,0,0,"1991"
"2656",1991-05-10,43,6700,13.36,0,0,"1991"
"2657",1991-05-11,43,5830,13.05,0,0,"1991"
"2658",1991-05-12,43,6240,12.84,0,0,"1991"
"2659",1991-05-13,43,5300,12.57,0,0,"1991"
"2660",1991-05-14,43,6250,13.02,0,0,"1991"
"2661",1991-05-15,43,6900,14.07,0,0,"1991"
"2662",1991-05-16,43,7090,14.24,0,0,"1991"
"2663",1991-05-17,43,8420,14.34,0,0,"1991"
"2664",1991-05-18,43,9380,14.3,0,0,"1991"
"2665",1991-05-19,43,8650,14.31,0,0,"1991"
"2666",1991-05-20,43,8430,14.27,0,0,"1991"
"2667",1991-05-21,43,8440,14.24,0,0,"1991"
"2668",1991-05-22,43,8010,13.92,0,0,"1991"
"2669",1991-05-23,43,7410,13.22,0,0,"1991"
"2670",1991-05-24,43,7430,13.24,0,0,"1991"
"2671",1991-05-25,43,7470,13.04,0,0,"1991"
"2672",1991-05-26,43,7970,13.34,0,0,"1991"
"2673",1991-05-27,43,8280,13.53,0,0,"1991"
"2674",1991-05-28,43,8460,14.08,0,0,"1991"
"2675",1991-05-29,43,8350,13.92,0,0,"1991"
"2676",1991-05-30,43,8390,13.55,0,0,"1991"
"2677",1991-05-31,43,8660,13.66,0,0,"1991"
"2678",1991-06-01,43,9630,14.39,0,0,"1991"
"2679",1991-06-02,43,9360,14.29,0,0,"1991"
"2680",1991-06-03,43,9610,13.89,0,0,"1991"
"2681",1991-06-04,43,9210,13.59,0,0,"1991"
"2682",1991-06-05,43,8380,13.3,0,0,"1991"
"2683",1991-06-06,43,8260,13.07,0,0,"1991"
"2684",1991-06-07,43,8400,12.81,0,0,"1991"
"2685",1991-06-08,43,7440,12.64,0,0,"1991"
"2686",1991-06-09,43,7270,12.67,0,0,"1991"
"2687",1991-06-10,43,7660,12.82,0,0,"1991"
"2688",1991-06-11,43,8220,12.94,0,0,"1991"
"2689",1991-06-12,43,9020,13.07,0,0,"1991"
